BlockID,BasinID,CentreX,CentreY,CoordX,CoordY,estgw0,gw0mSL,estgwm,gwmmSL
316,1,5800,2858.051297,2701524.148,1247277.849,530.8229044,26.61947276,529.820524,28.66631814
318,1,6400,2858.051297,2702124.148,1247277.849,529.9699161,1.164809792,529.5136827,63.0317718
320,1,7000,2858.051297,2702724.148,1247277.849,529.1926161,73.66176569,529.2495433,77.00971593
322,1,7600,2858.051297,2703324.148,1247277.849,528.5314049,97.96019339,529.0314384,99.63211301
323,1,7900,2684.846217,2703624.148,1247104.644,528.2065572,98.11063143,528.9147179,99.23861543
324,1,8200,2858.051297,2703924.148,1247277.849,527.981105,1.164809792,528.8513741,103.3019592
325,1,8500,2684.846217,2704224.148,1247104.644,527.7235168,103.7784881,528.7578253,106.6888413
326,1,8800,2858.051297,2704524.148,1247277.849,527.5245134,118.4713057,528.7011941,119.2121393
327,1,9100,2684.846217,2704824.148,1247104.644,527.3178987,145.5996487,528.6247843,146.4218824
328,1,9400,2858.051297,2705124.148,1247277.849,527.1438503,176.2038106,528.5744299,176.7624122
343,1,2800,3204.461457,2698524.148,1247624.26,527.5269121,28.76541997,528.0836489,29.64567439
344,1,3100,3031.256377,2698824.148,1247451.054,528.887111,21.02661651,528.6172689,22.71381214
345,1,3400,3204.461457,2699124.148,1247624.26,530.467005,8.168429086,529.2110907,8.91557595
346,1,3700,3031.256377,2699424.148,1247451.054,531.0144862,12.90685759,529.5478013,14.01300949
347,1,4000,3204.461457,2699724.148,1247624.26,532.1811642,6.845629257,530.1702277,8.196439012
348,1,4300,3031.256377,2700024.148,1247451.054,532.1807981,8.984924157,530.2660729,10.44338656
349,1,4600,3204.461457,2700324.148,1247624.26,532.9576476,9.091276867,530.7892152,10.84411813
350,1,4900,3031.256377,2700624.148,1247451.054,532.2949982,12.42528042,530.441732,13.9298896
351,1,5200,3204.461457,2700924.148,1247624.26,532.3925679,17.76763425,530.5406108,19.26605586
352,1,5500,3031.256377,2701224.148,1247451.054,531.5529868,19.79315586,530.1324907,20.60399575
353,1,5800,3204.461457,2701524.148,1247624.26,531.299234,44.1369376,530.0505432,46.64945677
354,1,6100,3031.256377,2701824.148,1247451.054,530.5793022,43.0048189,529.7501387,45.28016436
355,1,6400,3204.461457,2702124.148,1247624.26,530.2302065,1.170416552,529.6390861,64.17424724
356,1,6700,3031.256377,2702424.148,1247451.054,529.6708011,1.164809792,529.4257493,66.76439153
357,1,7000,3204.461457,2702724.148,1247624.26,529.3284238,1.164809792,529.3227248,81.3535342
358,1,7300,3031.256377,2703024.148,1247451.054,528.9022028,100.1631849,529.1658823,102.1007844
359,1,7600,3204.461457,2703324.148,1247624.26,528.5973892,93.38618834,529.0766339,96.85669942
360,1,7900,3031.256377,2703624.148,1247451.054,528.2705257,112.2250181,528.9568262,113.8404711
